DateTime,Light_lux,Temp_C,Chlorophyll_RFU,Depth_m,fDOM_RFU,ODO_mg_L,SpCond_uS_cm,TAL_PC_RFU,pH,Turbidity_FNU
3/31/2023 12:35,20510.72,15.133,0.58,0.367,8.04,11.44,126.4,0.55,7.98,2.32
3/31/2023 12:40,28078.08,15.188,0.56,0.366,8.02,11.42,126.5,0.59,7.98,2.1
3/31/2023 12:45,20807.68,15.191,0.61,0.364,8.09,11.6,126.7,0.57,8.04,2.73
3/31/2023 12:50,13143.04,15.154,0.63,0.36,8.1,11.71,126.6,0.59,8.09,2.49
3/31/2023 12:55,10288.64,15.247,0.61,0.36,8.08,11.69,126.5,0.57,8.09,2.31
3/31/2023 13:00,19496.96,15.3,0.57,0.36,8.04,11.72,126.4,0.52,8.11,2.07
3/31/2023 13:05,10068.48,15.349,0.62,0.36,8.05,11.72,126.2,0.59,8.12,2.31
3/31/2023 13:10,23787.52,15.399,0.6,0.361,8,11.7,126,0.53,8.13,2.07
3/31/2023 13:15,10263.04,15.425,0.6,0.361,7.97,11.63,125.9,0.58,8.12,2.06
3/31/2023 13:20,8865.28,15.38,0.6,0.361,8.03,11.74,125.8,0.54,8.17,2.19
3/31/2023 13:25,10823.68,15.379,0.53,0.361,8.1,11.83,125.9,0.5,8.21,2.12
3/31/2023 13:30,10416.64,15.395,0.62,0.36,8.07,11.84,125.8,0.52,8.21,2.14
3/31/2023 13:35,8826.88,15.378,0.57,0.359,8.11,12.02,126,0.56,8.29,2.69
3/31/2023 13:40,7057.92,15.35,0.63,0.361,8.12,12.04,126,0.55,8.28,2.4
3/31/2023 13:45,5104.64,15.37,0.6,0.36,8.1,12.05,126.1,0.54,8.3,2.29
3/31/2023 13:50,3216.64,15.413,0.65,0.36,8.08,11.99,126.1,0.54,8.26,2.65
3/31/2023 13:55,3484.16,15.445,0.58,0.36,8.04,11.78,126,0.54,8.19,2.19
3/31/2023 14:00,2976,15.469,0.59,0.359,8.03,11.74,126,0.52,8.18,2.06
3/31/2023 14:05,2002.56,15.489,0.65,0.359,8,11.71,126,0.54,8.16,2.16
3/31/2023 14:10,1991.04,15.494,0.61,0.356,8.03,11.69,126,0.52,8.16,2.16
3/31/2023 14:15,2726.4,15.491,0.62,0.353,8.01,11.68,126.2,0.53,8.15,2.26
3/31/2023 14:20,3577.6,15.5,0.59,0.35,8.02,11.69,126.3,0.55,8.15,2.09
3/31/2023 14:25,3562.24,15.46,0.56,0.349,8.03,11.84,126.5,0.53,8.19,2.29
3/31/2023 14:30,4748.8,15.47,0.57,0.348,8.03,11.79,126.5,0.54,8.17,2.27
3/31/2023 14:35,4496.64,15.478,0.63,0.347,8,11.76,126.5,0.53,8.16,2.33
3/31/2023 14:40,5218.56,15.505,0.66,0.346,7.97,11.67,126.3,0.51,8.12,2.16
3/31/2023 14:45,5509.12,15.507,0.69,0.346,7.97,11.68,126.4,0.51,8.12,2.29
3/31/2023 14:50,8256,15.534,0.58,0.344,7.95,11.61,126.4,0.52,8.09,2.38
3/31/2023 14:55,9679.36,15.55,0.57,0.342,7.99,11.65,126.4,0.5,8.12,2.15
3/31/2023 15:00,8476.16,15.538,0.58,0.34,7.98,11.74,126.4,0.52,8.14,2.03
3/31/2023 15:05,7879.68,15.552,0.58,0.339,7.94,11.67,126.2,0.55,8.13,2.38
3/31/2023 15:10,5555.2,15.557,0.59,0.338,7.95,11.64,126.1,0.53,8.11,2.43
3/31/2023 15:15,5063.68,15.551,0.58,0.336,7.96,11.65,125.9,0.51,8.12,2.46
3/31/2023 15:20,6295.04,15.587,0.59,0.335,7.96,11.72,126.1,0.53,8.14,2.37
3/31/2023 15:25,4303.36,15.592,0.72,0.333,7.93,11.68,126,0.54,8.13,2.4
3/31/2023 15:30,1902.08,15.585,0.73,0.332,7.95,11.7,126,0.56,8.16,2.19
3/31/2023 15:35,1946.24,15.567,0.63,0.328,8.01,11.85,126,0.53,8.2,2.5
3/31/2023 15:40,2658.56,15.554,0.59,0.33,8.05,11.91,126.1,0.55,8.24,2.53
3/31/2023 15:45,8624.64,15.567,0.61,0.328,8.07,11.95,126.4,0.52,8.26,2.87
3/31/2023 15:50,10598.4,15.619,0.56,0.33,7.98,11.8,126.5,0.54,8.18,2.26
3/31/2023 15:55,10127.36,15.581,0.79,0.428,7.5,11.82,127.1,0.59,8.22,12.04
3/31/2023 16:00,10695.68,15.634,0.58,0.331,7.95,11.66,126.7,0.53,8.15,2.18
3/31/2023 16:05,9162.24,15.638,0.64,0.333,7.96,11.69,126.6,0.52,8.16,2.13
3/31/2023 16:10,7065.6,15.671,0.58,0.332,7.94,11.61,126.6,0.53,8.11,1.98
3/31/2023 16:15,6392.32,15.677,0.59,0.332,7.94,11.62,126.5,0.51,8.13,1.96
3/31/2023 16:20,5936.64,15.668,0.65,0.332,7.97,11.58,126.5,0.52,8.13,2
3/31/2023 16:25,5104.64,15.651,0.69,0.333,8,11.76,126.5,0.57,8.18,2.23
3/31/2023 16:30,4257.28,15.671,0.72,0.331,7.99,11.73,126.5,0.54,8.18,2.26
3/31/2023 16:35,6540.8,15.698,0.72,0.33,7.98,11.68,126.4,0.5,8.17,2.41
3/31/2023 16:40,5304.32,15.728,0.66,0.331,7.93,11.6,126.4,0.52,8.14,2.24
3/31/2023 16:45,5278.72,15.717,0.71,0.33,7.95,11.71,126.4,0.54,8.17,2.09
3/31/2023 16:50,4646.4,15.731,0.59,0.331,7.97,11.67,126.4,0.52,8.16,1.95
3/31/2023 16:55,4104.96,15.744,0.69,0.328,7.94,11.64,126.3,0.5,8.15,2.18
3/31/2023 17:00,3642.88,15.756,0.63,0.326,7.95,11.66,126.4,0.51,8.14,2.38
3/31/2023 17:05,4138.24,15.774,0.63,0.325,7.91,11.57,126.4,0.5,8.12,2.01
3/31/2023 17:10,3234.56,15.744,0.66,0.326,7.94,11.66,126.4,0.49,8.15,2.28
3/31/2023 17:15,2545.92,15.746,0.76,0.327,7.96,11.69,126.4,0.55,8.16,2.31
3/31/2023 17:20,1981.44,15.753,0.6,0.326,7.94,11.61,126.4,0.51,8.14,2.35
3/31/2023 17:25,1921.92,15.745,0.69,0.326,7.96,11.67,126.4,0.54,8.15,2.14
3/31/2023 17:30,2330.88,15.744,0.69,0.325,7.95,11.67,126.5,0.54,8.14,2.14
3/31/2023 17:35,1322.24,15.78,0.66,0.325,7.93,11.57,126.4,0.52,8.11,2.42
3/31/2023 17:40,1396.48,15.767,0.64,0.326,7.94,11.57,126.4,0.55,8.12,2.14
3/31/2023 17:45,1871.36,15.793,0.73,0.326,7.91,11.49,126.4,0.54,8.09,2.03
3/31/2023 17:50,1047.36,15.819,0.68,0.329,7.91,11.39,126.4,0.51,8.06,2.28
3/31/2023 17:55,1355.52,15.821,0.67,0.33,7.9,11.45,126.4,0.52,8.07,2.17
3/31/2023 18:00,951.04,15.824,0.72,0.331,7.88,11.45,126.4,0.5,8.08,2.4
3/31/2023 18:05,423.04,15.818,0.75,0.33,7.91,11.45,126.3,0.56,8.08,2.32
3/31/2023 18:10,682.88,15.826,0.66,0.328,7.91,11.45,126.3,0.52,8.08,2.41
3/31/2023 18:15,874.24,15.84,0.66,0.328,7.9,11.43,126.3,0.5,8.07,1.99
3/31/2023 18:20,306.56,15.845,0.7,0.33,7.9,11.41,126.3,0.51,8.07,2
3/31/2023 18:25,432.64,15.852,0.76,0.328,7.9,11.36,126.3,0.56,8.05,2.03
3/31/2023 18:30,447.2,15.859,0.71,0.327,7.9,11.34,126.3,0.5,8.04,2.31
3/31/2023 18:35,300.88,15.856,0.74,0.326,7.9,11.32,126.3,0.52,8.03,2.15
3/31/2023 18:40,338.24,15.851,0.7,0.324,7.89,11.38,126.3,0.52,8.05,2.4
3/31/2023 18:45,191.04,15.857,0.68,0.324,7.9,11.36,126.4,0.48,8.04,2.42
3/31/2023 18:50,110.48,15.856,0.72,0.325,7.87,11.34,126.4,0.54,8.03,2.41
3/31/2023 18:55,55.6,15.851,0.76,0.324,7.89,11.37,126.4,0.53,8.04,2.25
3/31/2023 19:00,25.98,15.856,0.8,0.323,7.88,11.35,126.4,0.51,8.03,2.16
3/31/2023 19:05,13.57,15.868,0.87,0.322,7.9,11.33,126.4,0.6,8.03,2.03
3/31/2023 19:10,5.86,15.884,0.77,0.322,7.9,11.29,126.5,0.54,8.02,2.41
3/31/2023 19:15,4.04,15.872,0.71,0.321,7.88,11.26,126.4,0.54,8.01,2.65
3/31/2023 19:20,1.61,15.881,0.82,0.321,7.86,11.26,126.6,0.56,7.99,2.9
3/31/2023 19:25,0.2,15.885,0.75,0.325,7.89,11.27,126.5,0.52,8,2.15
3/31/2023 19:30,0,15.887,0.69,0.325,7.91,11.26,126.6,0.51,8,2.21
3/31/2023 19:35,0,15.905,0.65,0.323,7.91,11.21,126.6,0.5,8,1.99
3/31/2023 19:40,0,15.914,0.71,0.322,7.88,11.22,126.6,0.51,7.99,2.22
3/31/2023 19:45,0,15.892,0.68,0.325,7.88,11.26,126.7,0.51,8,2.58
3/31/2023 19:50,0,15.881,0.77,0.322,7.9,11.28,126.7,0.55,8.01,2.7
3/31/2023 19:55,0,15.876,0.79,0.324,7.91,11.29,126.8,0.54,8.01,2.22
3/31/2023 20:00,0,15.868,0.75,0.322,7.92,11.3,126.8,0.52,8,2.36
3/31/2023 20:05,0,15.899,0.76,0.322,7.91,11.23,126.8,0.54,8,2.41
3/31/2023 20:10,0,15.885,0.74,0.323,7.9,11.26,127,0.57,8,2.26
3/31/2023 20:15,0,15.901,0.67,0.322,7.89,11.2,127,0.52,7.99,2.26
3/31/2023 20:20,0,15.89,0.64,0.323,7.9,11.23,127.1,0.5,7.99,2.2
3/31/2023 20:25,0,15.9,0.72,0.321,7.91,11.19,127.1,0.54,7.98,2.02
3/31/2023 20:30,0,15.897,0.67,0.319,7.89,11.16,127.2,0.56,7.97,2.22
3/31/2023 20:35,0,15.897,0.75,0.318,7.88,11.16,127.2,0.59,7.97,2.25
3/31/2023 20:40,0,15.9,0.7,0.318,7.88,11.14,127.2,0.51,7.97,2.37
3/31/2023 20:45,0,15.9,0.6,0.318,7.91,11.07,127.1,0.52,7.95,2.07
3/31/2023 20:50,0,15.891,0.67,0.316,7.89,11.12,127.2,0.51,7.95,2.21
3/31/2023 20:55,0,15.881,0.79,0.316,7.85,11.08,127.3,0.54,7.94,2.62
3/31/2023 21:00,0,15.891,0.75,0.314,7.87,11.06,127.1,0.52,7.93,2.22
3/31/2023 21:05,0,15.899,0.66,0.313,7.88,11.02,127.1,0.52,7.92,2.23
3/31/2023 21:10,0,15.895,0.7,0.31,7.87,11,127.1,0.49,7.92,2.1
3/31/2023 21:15,0,15.908,0.6,0.307,7.87,10.94,127.1,0.51,7.9,1.92
3/31/2023 21:20,0,15.905,0.66,0.31,7.87,10.9,127,0.52,7.89,1.99
3/31/2023 21:25,0,15.906,0.64,0.307,7.85,10.87,127,0.5,7.88,2.02
3/31/2023 21:30,0,15.898,0.66,0.306,7.85,10.83,126.9,0.54,7.86,2.26
3/31/2023 21:35,0,15.901,0.7,0.305,7.86,10.8,127,0.53,7.85,1.99
3/31/2023 21:40,0,15.905,0.75,0.308,7.84,10.74,127.1,0.54,7.83,3.13
3/31/2023 21:45,0,15.908,0.63,0.309,7.83,10.7,127,0.51,7.82,2.61
3/31/2023 21:50,0,15.908,0.77,0.309,7.85,10.68,127,0.55,7.81,2.05
3/31/2023 21:55,0,15.91,0.77,0.304,7.84,10.66,127,0.56,7.81,2.02
3/31/2023 22:00,0,15.907,0.69,0.306,7.84,10.64,126.9,0.49,7.8,2.04
3/31/2023 22:05,0,15.91,0.63,0.303,7.85,10.63,127,0.54,7.8,2.27
3/31/2023 22:10,0,15.909,0.69,0.301,7.85,10.63,127,0.51,7.8,2.13
3/31/2023 22:15,0,15.924,0.64,0.305,7.85,10.64,127,0.5,7.81,2
3/31/2023 22:20,0,15.921,0.66,0.306,7.85,10.61,127.1,0.51,7.8,1.86
3/31/2023 22:25,0,15.924,0.69,0.307,7.84,10.63,127.2,0.52,7.8,2.06
3/31/2023 22:30,0,15.927,0.65,0.303,7.86,10.63,127.3,0.52,7.81,2.13
3/31/2023 22:35,0,15.932,0.66,0.302,7.84,10.61,127.3,0.49,7.81,2.08
3/31/2023 22:40,0,15.937,0.61,0.302,7.86,10.6,127.3,0.5,7.8,1.89
3/31/2023 22:45,0,15.94,0.61,0.299,7.86,10.59,127.4,0.51,7.8,2.61
3/31/2023 22:50,0,15.946,0.8,0.298,7.87,10.58,127.4,0.52,7.79,1.71
3/31/2023 22:55,0,15.948,0.66,0.3,7.84,10.54,127.5,0.51,7.78,2.14
3/31/2023 23:00,0,15.952,0.65,0.3,7.85,10.55,127.5,0.52,7.78,1.83
3/31/2023 23:05,0,15.963,0.6,0.307,7.86,10.51,127.5,0.53,7.77,1.85
3/31/2023 23:10,0,15.961,0.65,0.304,7.86,10.5,127.4,0.54,7.77,1.91
3/31/2023 23:15,0,15.964,0.74,0.302,7.86,10.51,127.4,0.54,7.77,2.07
3/31/2023 23:20,0,15.962,0.66,0.297,7.86,10.52,127.4,0.51,7.78,1.77
3/31/2023 23:25,0,15.969,0.62,0.296,7.86,10.52,127.3,0.51,7.78,1.82
3/31/2023 23:30,0,15.976,0.66,0.296,7.86,10.51,127.3,0.49,7.78,1.79
3/31/2023 23:35,0,15.984,0.74,0.297,7.88,10.49,127.3,0.52,7.78,1.74
3/31/2023 23:40,0,15.977,0.68,0.295,7.85,10.5,127.3,0.52,7.78,1.81
3/31/2023 23:45,0,15.979,0.68,0.292,7.86,10.46,127.3,0.52,7.76,1.7
3/31/2023 23:50,0,15.987,0.75,0.295,7.87,10.43,127.3,0.51,7.76,1.7
3/31/2023 23:55,0,15.987,0.59,0.294,7.86,10.44,127.3,0.51,7.76,1.97
4/1/2023 0:00,0,15.995,0.62,0.295,7.87,10.37,127.3,0.48,7.74,1.94
4/1/2023 0:05,0,16.003,0.62,0.294,7.86,10.31,127.4,0.51,7.73,1.82
4/1/2023 0:10,0,16.024,0.66,0.295,7.87,10.2,127.5,0.48,7.69,1.64
4/1/2023 0:15,0,16,0.58,0.297,7.88,10.39,127.3,0.5,7.76,1.68
4/1/2023 0:20,0,16.005,0.68,0.298,7.88,10.39,127.3,0.54,7.76,1.82
4/1/2023 0:25,0,16.005,0.7,0.299,7.86,10.39,127.3,0.54,7.75,2.06
4/1/2023 0:30,0,16.013,0.58,0.3,7.88,10.38,127.4,0.5,7.75,1.74
4/1/2023 0:35,0,16.014,0.76,0.302,7.87,10.34,127.4,0.58,7.74,1.87
4/1/2023 0:40,0,16.024,0.66,0.301,7.86,10.33,127.4,0.52,7.74,1.69
4/1/2023 0:45,0,16.025,0.69,0.3,7.87,10.27,127.5,0.5,7.73,1.55
4/1/2023 0:50,0,16.092,0.66,0.299,7.83,9.89,129.1,0.52,7.63,1.53
4/1/2023 0:55,0,16.159,0.64,0.321,7.65,9.67,128.6,0.5,7.56,2.43
4/1/2023 1:00,0,16.085,0.68,0.314,7.8,10,127.4,0.51,7.65,2.03
4/1/2023 1:05,0,16.071,0.76,0.313,7.81,10.1,127.2,0.54,7.67,1.39
4/1/2023 1:10,0,16.083,0.69,0.314,7.78,10.02,128.9,0.53,7.66,1.37
4/1/2023 1:15,0,16.103,0.57,0.312,7.73,9.88,130.6,0.47,7.63,1.36
4/1/2023 1:20,0,16.114,0.65,0.313,7.71,9.77,131.1,0.52,7.61,1.39
4/1/2023 1:25,0,16.111,0.5,0.315,7.69,9.78,131.7,0.47,7.61,1.27
4/1/2023 1:30,0,16.128,0.53,0.317,7.65,9.64,132.5,0.46,7.57,1.19
4/1/2023 1:35,0,16.134,0.54,0.318,7.63,9.52,134.2,0.51,7.55,1.07
4/1/2023 1:40,0,16.152,0.58,0.316,7.6,9.36,136.3,0.49,7.52,0.91
4/1/2023 1:45,0,16.16,0.56,0.313,7.57,9.26,139.1,0.49,7.5,0.75
4/1/2023 1:50,0,16.168,0.54,0.312,7.56,9.18,139.7,0.46,7.49,0.78
4/1/2023 1:55,0,16.163,0.62,0.314,7.58,9.15,140.3,0.48,7.49,0.87
4/1/2023 2:00,0,16.159,0.43,0.313,7.55,9.13,139.1,0.48,7.48,0.75
4/1/2023 2:05,0,16.139,0.42,0.313,7.55,9.12,137.3,0.41,7.48,0.75
4/1/2023 2:10,0,16.143,0.42,0.313,7.55,9.06,139.6,0.43,7.47,0.7
4/1/2023 2:15,0,16.137,0.56,0.312,7.53,8.96,139.8,0.48,7.45,1.01
4/1/2023 2:20,0,16.136,0.5,0.308,7.55,8.89,141.8,0.45,7.44,0.99
4/1/2023 2:25,0,16.133,0.41,0.307,7.56,8.83,141.9,0.46,7.43,0.73
4/1/2023 2:30,0,16.121,0.43,0.307,7.52,8.75,142.2,0.45,7.42,0.62
4/1/2023 2:35,0,16.119,0.56,0.307,7.55,8.7,142.5,0.48,7.42,0.88
4/1/2023 2:40,0,16.111,0.5,0.307,7.56,8.61,143.4,0.47,7.4,0.68
4/1/2023 2:45,0,16.119,0.38,0.309,7.62,8.6,144.5,0.45,7.41,0.75
4/1/2023 2:50,0,16.112,0.4,0.308,7.63,8.67,143.6,0.45,7.42,0.65
4/1/2023 2:55,0,16.104,0.52,0.308,7.63,8.62,144.1,0.46,7.41,0.85
4/1/2023 3:00,0,16.092,0.49,0.308,7.65,8.58,144.5,0.5,7.4,0.92
4/1/2023 3:05,0,16.077,0.45,0.309,7.67,8.55,144.7,0.47,7.39,0.73
4/1/2023 3:10,0,16.071,0.4,0.31,7.67,8.53,144.7,0.46,7.39,0.67
4/1/2023 3:15,0,16.058,0.4,0.309,7.67,8.55,144.4,0.45,7.4,0.97
4/1/2023 3:20,0,16.049,0.45,0.309,7.71,8.53,145.3,0.44,7.39,0.68
4/1/2023 3:25,0,16.044,0.39,0.31,7.71,8.53,145,0.45,7.39,1.95
4/1/2023 3:30,0,16.031,0.41,0.31,7.73,8.48,145,0.45,7.39,0.76
4/1/2023 3:35,0,16.022,0.34,0.31,7.76,8.48,145.2,0.43,7.39,1.83
4/1/2023 3:40,0,16.015,0.46,0.31,7.74,8.49,145.5,0.48,7.39,0.81
4/1/2023 3:45,0,16.008,0.32,0.31,7.73,8.48,145.9,0.44,7.39,0.88
4/1/2023 3:50,0,15.996,0.39,0.309,7.75,8.43,145.5,0.44,7.38,0.72
4/1/2023 3:55,0,15.984,0.49,0.31,7.76,8.39,146,0.46,7.38,0.71
4/1/2023 4:00,0,15.971,0.44,0.31,7.75,8.27,146.7,0.46,7.36,0.76
4/1/2023 4:05,0,15.949,0.45,0.31,7.74,8.4,139.7,0.48,7.36,0.79
4/1/2023 4:10,0,15.942,0.5,0.311,7.74,8.48,143.6,0.49,7.37,0.84
4/1/2023 4:15,0,15.928,0.63,0.311,7.74,8.46,142,0.47,7.38,0.97
4/1/2023 4:20,0,15.917,0.52,0.312,7.71,8.64,139.8,0.52,7.39,0.93
4/1/2023 4:25,0,15.888,0.53,0.313,7.72,8.67,140.1,0.51,7.4,0.97
4/1/2023 4:30,0,15.865,0.48,0.312,7.71,8.71,139.1,0.5,7.41,1.01
4/1/2023 4:35,0,15.869,0.41,0.312,7.69,8.76,139.7,0.48,7.41,1.15
4/1/2023 4:40,0,15.84,0.7,0.311,7.77,8.42,145.9,0.51,7.37,0.46
4/1/2023 4:45,0,15.811,0.4,0.312,7.79,8.04,144.1,0.45,7.33,0.17
4/1/2023 4:50,0,15.788,0.41,0.312,7.84,7.95,150.2,0.46,7.31,0.25
4/1/2023 4:55,0,15.773,0.39,0.313,7.85,7.85,150.1,0.48,7.29,0.25
4/1/2023 5:00,0,15.767,0.43,0.313,7.86,7.8,149.8,0.46,7.29,0.23
4/1/2023 5:05,0,15.733,0.52,0.313,7.84,7.71,150.2,0.51,7.28,0.29
4/1/2023 5:10,0,15.713,0.41,0.313,7.85,7.66,150.3,0.52,7.27,0.39
4/1/2023 5:15,0,15.712,0.44,0.313,7.86,7.86,145.6,0.5,7.29,0.43
4/1/2023 5:20,0,15.711,0.45,0.315,7.8,8.2,140.8,0.51,7.33,0.72
4/1/2023 5:25,0,15.685,0.46,0.315,7.91,7.9,147.2,0.51,7.31,0.61
4/1/2023 5:30,0,15.675,0.47,0.315,7.91,7.95,148.5,0.51,7.3,0.68
4/1/2023 5:35,0,15.67,0.42,0.316,7.94,7.81,146.5,0.5,7.29,0.42
4/1/2023 5:40,0,15.666,0.46,0.316,7.87,8.16,146.1,0.48,7.32,0.58
4/1/2023 5:45,0,15.606,0.46,0.316,8.03,7.76,150.3,0.48,7.29,0.59
4/1/2023 5:50,0,15.603,0.4,0.316,8.02,7.59,148.6,0.53,7.27,0.44
4/1/2023 5:55,0,15.593,0.53,0.316,7.97,7.78,148.2,0.52,7.28,0.53
4/1/2023 6:00,0,15.592,0.45,0.316,7.98,7.88,147.6,0.52,7.29,0.57
4/1/2023 6:05,0,15.585,0.47,0.316,7.94,7.97,147.2,0.51,7.3,0.58
4/1/2023 6:10,0.2,15.577,0.4,0.316,7.96,7.98,146.6,0.49,7.3,0.68
4/1/2023 6:15,1.61,15.568,0.48,0.316,7.96,7.94,147.1,0.51,7.29,0.85
4/1/2023 6:20,5.46,15.55,0.48,0.317,7.93,8,146.1,0.5,7.3,0.6
4/1/2023 6:25,17.03,15.543,0.52,0.318,7.94,8.04,146.3,0.5,7.3,0.82
4/1/2023 6:30,45.04,15.538,0.4,0.316,7.96,7.95,146.8,0.52,7.3,0.8
4/1/2023 6:35,97.36,15.515,0.61,0.316,7.92,7.86,146.6,0.57,7.28,1.52
4/1/2023 6:40,186.8,15.496,0.5,0.316,7.86,8.03,143,0.51,7.3,1.15
4/1/2023 6:45,305.52,15.477,0.51,0.316,7.85,8.27,141.2,0.52,7.33,0.99
4/1/2023 6:50,436.8,15.466,0.54,0.317,7.84,8.47,140.8,0.53,7.36,1.28
4/1/2023 6:55,585.12,15.469,0.5,0.317,7.81,8.41,141.2,0.49,7.36,1.49
4/1/2023 7:00,744.96,15.499,0.45,0.316,7.87,8.51,141,0.5,7.37,1.04
4/1/2023 7:05,892.16,15.487,0.52,0.317,7.85,8.47,141.4,0.52,7.36,1.38
4/1/2023 7:10,1025.6,15.511,0.47,0.316,7.88,8.46,141.8,0.48,7.35,0.84
4/1/2023 7:15,1176,15.516,0.46,0.317,7.9,8.38,142.9,0.47,7.34,1.04
4/1/2023 7:20,1355.52,15.507,0.4,0.317,7.92,8.31,143.3,0.48,7.34,0.87
4/1/2023 7:25,1473.28,15.486,0.75,0.319,7.9,8.24,143.2,0.57,7.33,1.82
4/1/2023 7:30,1546.88,15.434,0.57,0.319,7.87,7.84,142.2,0.57,7.28,1.83
4/1/2023 7:35,1722.88,15.439,0.59,0.32,7.87,8.19,141.5,0.54,7.31,1.29
4/1/2023 7:40,1779.2,15.448,0.69,0.32,7.81,8.26,140.8,0.6,7.32,1.45
4/1/2023 7:45,1877.76,15.275,0.87,0.321,7.95,7.29,149.8,0.62,7.22,1.82
4/1/2023 7:50,1953.92,15.217,0.78,0.32,7.98,7.13,150.1,0.62,7.17,2.12
4/1/2023 7:55,2146.56,15.211,0.73,0.32,7.99,7.09,150.3,0.67,7.16,1.57
4/1/2023 8:00,2631.68,15.253,0.59,0.321,7.91,7.76,144.6,0.57,7.22,1.48
4/1/2023 8:05,3348.48,15.192,0.51,0.323,7.9,8,143.6,0.53,7.28,1
4/1/2023 8:10,3331.84,15.194,0.59,0.321,7.89,8,143.5,0.55,7.28,0.94
4/1/2023 8:15,3010.56,15.151,0.61,0.325,7.93,7.86,144,0.6,7.25,1
4/1/2023 8:20,2914.56,15.141,0.57,0.324,8.12,7.26,150.7,0.61,7.19,1.68
4/1/2023 8:25,3293.44,15.054,0.55,0.326,8,7.46,147.2,0.57,7.21,0.9
4/1/2023 8:30,3610.88,15.022,0.59,0.326,7.96,7.61,146.6,0.57,7.21,1.02
4/1/2023 8:35,4733.44,15.274,0.63,0.327,7.97,7.96,143.7,0.58,7.27,1.68
4/1/2023 8:40,6883.84,14.933,0.45,0.326,8.08,7.67,147.3,0.54,7.24,1.03
4/1/2023 8:45,8145.92,15.153,0.53,0.328,8.04,8.56,137.3,0.52,7.33,1.44
4/1/2023 8:50,9039.36,15.173,0.46,0.327,8.08,8.83,137.9,0.52,7.38,1.67
4/1/2023 8:55,10086.4,14.985,0.5,0.328,8.22,8.47,142.5,0.53,7.34,1.13
4/1/2023 9:00,9640.96,15.346,0.49,0.326,8,9.18,135,0.51,7.44,1.9
4/1/2023 9:05,9602.56,15.31,0.44,0.326,8,9.19,135.2,0.52,7.46,1.64
4/1/2023 9:10,10782.72,15.211,0.44,0.327,8.06,9.07,137,0.51,7.43,1.42
4/1/2023 9:15,9899.52,15.125,0.4,0.326,8.09,8.85,139.9,0.5,7.39,1.2
4/1/2023 9:20,15595.52,15.262,0.45,0.326,8.01,9.09,136.8,0.54,7.42,1.59
4/1/2023 9:25,20136.96,15.225,0.38,0.323,8.04,9.04,138.4,0.5,7.42,1.42
4/1/2023 9:30,14300.16,15.214,0.44,0.323,8.07,8.88,140.2,0.53,7.39,1.67
4/1/2023 9:35,17889.28,15.326,0.5,0.321,8.18,8.68,140.8,0.54,7.36,1.48
4/1/2023 9:40,13250.56,15.297,0.64,0.322,7.99,8.74,143.3,0.56,7.34,1.1
4/1/2023 9:45,22794.24,15.301,0.39,0.322,8.01,9.06,140.6,0.49,7.4,1.29
4/1/2023 9:50,13977.6,15.349,0.42,0.322,7.99,9.15,141.1,0.52,7.43,1.33
4/1/2023 9:55,23961.6,15.44,0.35,0.321,7.95,9.06,142.6,0.5,7.41,1.52
4/1/2023 10:00,14551.04,15.626,0.43,0.322,7.91,8.81,143.5,0.51,7.33,1.33
4/1/2023 10:05,14581.76,15.635,0.41,0.317,7.88,9.09,143.4,0.49,7.39,1.36
4/1/2023 10:10,21760,15.607,0.41,0.318,7.93,9.28,142,0.5,7.43,1.31
4/1/2023 10:15,25794.56,15.64,0.4,0.32,7.89,9.42,142.8,0.48,7.47,1.2
4/1/2023 10:20,16419.84,15.818,0.44,0.318,7.95,9.09,143,0.53,7.4,1.26
4/1/2023 10:25,27156.48,15.758,0.43,0.322,7.88,9.43,142.7,0.5,7.47,1.43
4/1/2023 10:30,22958.08,15.85,0.39,0.32,7.95,9.25,141.1,0.47,7.44,1.21
4/1/2023 10:35,29091.84,16.093,0.4,0.317,7.84,9.29,143.8,0.46,7.43,1.42
4/1/2023 10:40,26286.08,16.057,0.42,0.32,7.84,9.48,144.2,0.46,7.47,1.15
4/1/2023 10:45,19302.4,15.961,0.38,0.32,7.85,9.75,143.1,0.46,7.54,1.12
4/1/2023 10:50,16880.64,15.991,0.34,0.318,7.81,10.07,137.2,0.48,7.64,1.3
4/1/2023 10:55,19430.4,16.389,0.37,0.321,7.79,9.61,143.4,0.42,7.5,1.19
4/1/2023 11:00,22179.84,16.28,0.52,0.325,7.63,9.73,142.3,0.47,7.51,5.92
4/1/2023 11:05,20218.88,16.45,0.4,0.41,7.81,9.77,145.3,0.47,7.52,1.41
4/1/2023 11:10,20961.28,16.189,0.48,0.325,7.69,10.08,140.7,0.43,7.61,4.24
4/1/2023 11:15,18641.92,16.521,0.44,0.324,7.61,9.9,144.1,0.44,7.55,3.39
4/1/2023 11:20,20331.52,16.66,0.4,0.324,7.69,9.87,143.4,0.48,7.54,1.62
4/1/2023 11:25,18201.6,16.735,0.42,0.326,7.73,9.87,142.9,0.44,7.55,1.58
4/1/2023 11:30,24360.96,16.752,0.42,0.324,7.73,10.06,142.7,0.41,7.58,1.62
4/1/2023 11:35,24371.2,16.731,0.36,0.333,7.72,10.19,144.1,0.41,7.62,1.53
